yyyymmdd hhmmss   FS261  TMM261   FS260
20151201 200000  11100.   4680.  11300.
20151201 201000  11200.   4730.  11400.
20151201 202000  11300.   4730.  11400.
20151201 203000  11800.   4810.  11800.
20151201 204000  11600.   4860.  11900.
20151201 205000  12000.   4830.  12000.
20151201 210000  12300.   4870.  11900.
20151201 211000  12300.   4950.  12400.
20151201 212000  12400.   4940.  12500.
20151201 213000  12800.   5020.  13500.
20151201 214000  13200.   5070.  13100.
20151201 215000  13300.   5050.  13000.
20151201 220000  13200.   5090.  13400.
20151201 221000  13400.   5160.  13800.
20151201 222000  14000.   5140.  14200.
20151201 223000  14800.   5260.  14500.
20151201 224000  15300.   5260.  14700.
20151201 225000  15200.   5340.  15700.
20151201 230000  16400.   5380.  16500.
20151201 231000  17400.   5470.  17300.
20151201 232000  17400.   5510.  18100.
20151201 233000  18400.   5550.  18900.
20151201 234000  19700.   5640.  19900.
20151201 235000  20200.   5630.  21700.
20151201 240000  21400.   5730.  21200.
20151202 001000  21800.   5980.  21600.
20151202 002000  22100.   5960.  22400.
20151202 003000  20600.   5870.  23400.
20151202 004000  22500.   5910.  22800.
20151202 005000  23900.   5950.  24800.
20151202 010000  24900.   5940.  26100.
20151202 011000  24400.   5910.  26800.
20151202 012000  24200.   5920.  26700.
20151202 013000  26900.   5930.  28500.
20151202 014000  29000.   6030.  32900.
20151202 015000  31900.   6080.  34000.
20151202 020000  28500.   6030.  33100.
20151202 021000  29600.   6030.  31300.
20151202 022000  25800.   5980.  27300.
20151202 023000  23900.   5900.  25500.
20151202 024000  24000.   5830.  25400.
20151202 025000  22600.   5720.  24300.
20151202 030000  21200.   5570.  21300.
20151202 031000  19700.   5490.  20300.
20151202 032000  18200.   5400.  19600.
20151202 033000  18900.   5370.  19400.
20151202 034000  19000.   5390.  19200.
20151202 035000  18500.   5310.  18800.
20151202 040000  19000.   5300.  19000.
20151202 041000  19200.   5370.  18900.
20151202 042000  18900.   5390.  19200.
20151202 043000  20000.   5410.  19100.
20151202 044000  19700.   5430.  19900.
20151202 045000  19100.   5400.  20100.
20151202 050000  20900.   5490.  21000.
20151202 051000  20800.   5600.  22700.
20151202 052000  22200.   5650.  22800.
20151202 053000  23300.   5620.  25200.
20151202 054000  26900.   5690.  28500.
20151202 055000  25900.   5620.  27700.
20151202 060000  27900.   5630.  29600.
20151202 061000  28700.   5660.  29900.
20151202 062000  28800.   5590.  29500.
20151202 063000  30900.   5560.  33400.
20151202 064000  31700.   5540.  33800.
20151202 065000  32700.   5670.  33900.
20151202 070000  35200.   5790.  37800.
20151202 071000  38300.   5900.  41300.
20151202 072000  35200.   5900.  39300.
20151202 073000  37100.   6030.  42000.
20151202 074000  39800.   6010.  44600.
20151202 075000  37400.   5950.  44800.
20151202 080000  42900.   6020.  39900.
20151202 081000  44200.   6000.  44700.
20151202 082000  41000.   5960.  43100.
20151202 083000  43800.   6040.  43000.
20151202 084000  40400.   6010.  42600.
20151202 085000  38300.   5880.  42400.
20151202 090000  41300.   5820.  45100.
20151202 091000  35200.   5810.  43500.
20151202 092000  40100.   5770.  44000.
20151202 093000  37500.   5700.  40500.
20151202 094000  35200.   5800.  41500.
20151202 095000  38200.   5870.  46000.
20151202 100000  41300.   5790.  41100.
20151202 101000  38000.   5910.  41600.
20151202 102000  37600.   5760.  44900.
20151202 103000  39700.   5770.  40900.
20151202 104000  38000.   5830.  41700.
20151202 105000  39300.   5860.  42500.
20151202 110000  42100.   5790.  41300.
20151202 111000  44900.   5860.  43200.
20151202 112000  38900.   5910.  40700.
20151202 113000  43400.   5940.  39600.
20151202 114000  39900.   6000.  43800.
20151202 115000  39100.   5980.  43300.
20151202 120000  41100.   6030.  45100.
20151202 121000  41000.   6020.  41000.
20151202 122000  44100.   6020.  42700.
20151202 123000  41300.   5990.  45700.
20151202 124000  43200.   6000.  45600.
20151202 125000  43600.   6010.  44000.
20151202 130000  46200.   6000.  49100.
20151202 131000  44900.   6060.  45700.
20151202 132000  45800.   6060.  45600.
20151202 133000  44700.   6060.  45800.
20151202 134000  45700.   6020.  45600.
20151202 135000  43000.   5980.  46700.
20151202 140000  44100.   5980.  44900.
20151202 141000  46000.   6080.  48300.
20151202 142000  43600.   6060.  48200.
20151202 143000  47500.   6000.  48400.
20151202 144000  45300.   6050.  47800.
20151202 145000  45200.   6100.  46700.
20151202 150000  44400.   6080.  49800.
20151202 151000  48200.   6010.  49900.
20151202 152000  46700.   6020.  48600.
20151202 153000  47700.   6070.  49900.
20151202 154000  47800.   6150.  49600.
20151202 155000  49500.   6140.  49600.
20151202 160000  49400.   6220.  49200.
20151202 161000  48000.   6190.  49900.
20151202 162000  46100.   6150.  49300.
20151202 163000  46400.   6010.  47800.
20151202 164000  49000.   5970.  48800.
20151202 165000  46400.   5930.  49500.
20151202 170000  47400.   5900.  49300.
20151202 171000  43000.   5910.  49700.
20151202 172000  44700.   5890.  49200.
20151202 173000  46400.   5940.  49400.
20151202 174000  46200.   5790.  49000.
20151202 175000  44800.   5840.  49200.
20151202 180000  40100.   5800.  49700.
20151202 181000  46000.   5850.  48100.
20151202 182000  40000.   5770.  47100.
20151202 183000  38800.   5860.  49300.
20151202 184000  42700.   5780.  45500.
20151202 185000  43900.   5790.  47700.
20151202 190000  40000.   5770.  43900.
20151202 191000  46400.   5780.  49300.
20151202 192000  42700.   5840.  49800.
20151202 193000  39500.   5790.  49600.
20151202 194000  40800.   5870.  46700.
20151202 195000  42700.   5840.  47400.
20151202 200000  46300.   5830.  48000.
20151202 201000  39600.   5850.  48200.
20151202 202000  44800.   5890.  43500.
20151202 203000  46600.   5850.  45700.
20151202 204000  42300.   5900.  47100.
20151202 205000  41300.   5850.  45300.
20151202 210000  44100.   5780.  47500.
20151202 211000  41100.   5810.  47200.
20151202 212000  36600.   5710.  43300.
20151202 213000  37200.   5760.  46700.
20151202 214000  39300.   5610.  43300.
20151202 215000  37300.   5660.  43700.
20151202 220000  33600.   5710.  40500.
20151202 221000  34000.   5680.  40700.
20151202 222000  36900.   5670.  44000.
20151202 223000  35700.   5570.  38100.
20151202 224000  34300.   5530.  40300.
20151202 225000  32800.   5510.  39600.
20151202 230000  36500.   5490.  38000.
20151202 231000  34700.   5490.  42600.
20151202 232000  29100.   5520.  39500.
20151202 233000  34600.   5620.  40900.
20151202 234000  35800.   5620.  40300.
20151202 235000  39400.   5700.  44700.
20151202 240000  33300.   5620.  42800.
20151203 001000  37000.   5550.  39200.
20151203 002000  36200.   5550.  42200.
20151203 003000  32500.   5610.  43600.
20151203 004000  35700.   5530.  40200.
20151203 005000  36600.   5560.  43800.
20151203 010000  33600.   5540.  39500.
20151203 011000  38100.   5530.  39600.
20151203 012000  36600.   5620.  42500.
20151203 013000  33200.   5590.  39100.
20151203 014000  39300.   5750.  41300.
20151203 015000  37300.   5640.  37200.
20151203 020000  35000.   5800.  39800.
20151203 021000  36000.   5680.  41200.
20151203 022000  34800.   5620.  41100.
20151203 023000  33800.   5600.  41200.
20151203 024000  34400.   5640.  39100.
20151203 025000  36400.   5650.  38100.
20151203 030000  35500.   5690.  37700.
20151203 031000  33600.   5600.  36700.
20151203 032000  33700.   5480.  37700.
20151203 033000  31600.   5470.  37400.
20151203 034000  37200.   5560.  34400.
20151203 035000  31200.   5490.  34400.
20151203 040000  34100.   5450.  35900.
20151203 041000  31300.   5430.  32200.
20151203 042000  32300.   5410.  32400.
20151203 043000  26900.   5440.  33200.
20151203 044000  30600.   5420.  35400.
20151203 045000  30500.   5360.  34500.
20151203 050000  28300.   5400.  32000.
20151203 051000  28600.   5380.  29200.
20151203 052000  28400.   5300.  34200.
20151203 053000  28900.   5330.  35000.
20151203 054000  28200.   5320.  31100.
20151203 055000  26600.   5330.  29500.
20151203 060000  27600.   5230.  29600.
20151203 061000  28700.   5280.  32400.
20151203 062000  26700.   5300.  29300.
20151203 063000  27500.   5240.  29700.
20151203 064000  25600.   5300.  29500.
20151203 065000  28100.   5250.  30700.
20151203 070000  27000.   5270.  30100.
20151203 071000  27200.   5260.  30800.
20151203 072000  27400.   5330.  32000.
20151203 073000  26300.   5390.  27600.
20151203 074000  28600.   5390.  31500.
20151203 075000  30600.   5290.  31700.
20151203 080000  26700.   5280.  30200.
20151203 081000  24600.   5240.  31900.
20151203 082000  28500.   5340.  28700.
20151203 083000  27800.   5360.  33100.
20151203 084000  28800.   5360.  36200.
20151203 085000  29700.   5380.  32300.
20151203 090000  29900.   5380.  36100.
20151203 091000  30300.   5290.  29300.
20151203 092000  31600.   5330.  33200.
20151203 093000  25600.   5400.  31200.
20151203 094000  27500.   5430.  37200.
20151203 095000  28800.   5310.  34100.
20151203 100000  28000.     -1.  31400.
20151203 101000  26600.     -1.  33000.
20151203 102000     -1.  24600.  31700.
20151203 103000  31800.  24800.  30400.
20151203 104000  29700.  23900.  30900.
20151203 105000  30200.  23800.  32300.
20151203 110000  26600.  23900.  35800.
20151203 111000  27800.  22500.     -1.
20151203 112000  30000.  23200.     -1.
20151203 113000  25700.  21700.     -1.
20151203 114000  23800.  18800.     -1.
20151203 115000  26100.  18100.     -1.
20151203 120000  26400.  16300.     -1.
20151203 121000  30600.  17200.     -1.
20151203 122000  26900.  20500.     -1.
20151203 123000  26200.  24700.     -1.
20151203 124000  29100.  21900.     -1.
20151203 125000  28100.  21000.     -1.
20151203 130000  33600.  21800.     -1.
20151203 131000  29100.  22500.     -1.
20151203 132000  26100.  22700.     -1.
20151203 133000  33100.  23500.     -1.
20151203 134000  36000.  25200.     -1.
20151203 135000  33100.  25600.  27700.
20151203 140000  36400.  26000.  28600.
20151203 141000  33300.  25200.  28500.
20151203 142000  32200.  23500.  26200.
20151203 143000  34100.  21800.  23400.
20151203 144000  30200.  21600.  23200.
20151203 145000  26500.  20900.  23700.
20151203 150000  26600.  20100.  21900.
20151203 151000  24400.  20400.  22700.
20151203 152000  29500.  22000.  25100.
20151203 153000  29700.  22300.  28000.
20151203 154000  31200.  21300.  28700.
20151203 155000  28900.  21900.  26100.
20151203 160000  27300.  20700.  25500.
20151203 161000  26900.  19800.  24900.
20151203 162000  25900.  19300.  23500.
20151203 163000  24900.  19000.  23800.
20151203 164000  26000.  18600.  23100.
20151203 165000  28200.  17900.  23900.
20151203 170000  26400.  19500.  24400.
20151203 171000  25700.  18900.  24500.
20151203 172000  24400.  17700.  22300.
20151203 173000  25300.  18300.  22400.
20151203 174000  26900.  19300.  25300.
20151203 175000  30500.  21700.  26300.
20151203 180000  36900.  22500.  27500.
20151203 181000  33500.  25000.  28400.
20151203 182000  37900.  24800.  28500.
20151203 183000  38800.  24400.  30500.
20151203 184000  32500.  26000.  28700.
20151203 185000  43300.  26400.  28800.
20151203 190000  37500.  26800.  29300.
20151203 191000  38600.  29300.  36000.
20151203 192000  40400.  28700.  31200.
20151203 193000  38300.  29900.  37500.
20151203 194000  38500.  30600.  35100.
20151203 195000  44200.  29900.  31400.
20151203 200000  37000.  28400.  32200.
20151203 201000  39600.  26000.  32000.
20151203 202000  38300.  24300.  31600.
20151203 203000  37300.  25200.  30600.
20151203 204000  35800.  25100.  31800.
20151203 205000  36800.  24800.  28600.
20151203 210000  34800.  25800.  31000.
20151203 211000  34600.  24700.  29600.
20151203 212000  33000.  23500.  29900.
20151203 213000  31000.  21800.  27500.
20151203 214000  28100.  23400.  26300.
20151203 215000  29400.  23000.  23200.
20151203 220000  31500.  21400.  24700.
20151203 221000  27900.  21700.  25600.
20151203 222000  28900.  22500.  26100.
20151203 223000  27500.  21400.  24000.
20151203 224000  25900.  21300.  25300.
20151203 225000  25900.  20100.  22100.
20151203 230000  24400.  19600.  22700.
20151203 231000  25600.  19700.  20300.
20151203 232000  24100.  18500.  20600.
20151203 233000  24400.  18100.  21500.
20151203 234000  25400.  18200.  22100.
20151203 235000  25400.  18900.  22100.
20151203 240000  26200.  18500.  23000.
20151204 001000  27300.  19400.  22600.
20151204 002000  29800.  20600.  24900.
20151204 003000  31900.  21800.  26500.
20151204 004000  30000.  23500.  26900.
20151204 005000  36400.  23900.  27700.
20151204 010000  20300.  19700.  20900.
20151204 011000  18800.  17000.  17700.
20151204 012000  10500.   9100.  10300.
20151204 013000   8720.   7110.   8010.
20151204 014000   9960.   8300.   7540.
20151204 015000   8050.   6790.   6440.
20151204 020000   9550.   8550.   7930.
20151204 021000  11700.  10800.  11300.
20151204 022000   9780.   7760.   7060.
20151204 023000   9180.   7280.   6470.
20151204 024000   8040.   6400.   5540.
20151204 025000   8690.   7110.   6330.
20151204 030000   6280.   5160.   6770.
20151204 031000   7880.   6610.   7960.
20151204 032000   8950.   7300.   8990.
20151204 033000   8810.   7420.   8690.
20151204 034000   8400.   6920.   8810.
20151204 035000   8310.   6850.   8460.
20151204 040000   8360.   6760.   8150.
20151204 041000   7570.   6110.   7660.
20151204 042000   7740.   6140.   7880.
20151204 043000   8220.   6720.   8090.
20151204 044000   7280.   6010.   7370.
20151204 045000   6180.   4850.   6410.
20151204 050000   7110.   6300.   7420.
20151204 051000   7380.   7300.   7350.
20151204 052000   4160.   3160.   4100.
20151204 053000   4050.   3160.   3950.
20151204 054000   9310.  10600.   9420.
20151204 055000  16200.  18900.  16200.
20151204 060000  18600.  22600.  17300.
20151204 061000  20900.  25900.  17700.
20151204 062000  20800.  28200.  19500.
20151204 063000  20800.  26800.  19700.
20151204 064000  22500.  28000.  20800.
20151204 065000  22200.  31600.  20400.
20151204 070000  23400.  35500.  21300.
20151204 071000  24600.  32700.  20800.
20151204 072000  23000.  31700.  19400.
20151204 073000  23200.  31100.  20200.
20151204 074000  23800.  28400.  20800.
20151204 075000  22700.  30300.  18700.
20151204 080000  23000.  29500.  20300.
20151204 081000  21400.  28500.  18000.
20151204 082000  24300.  27900.  18700.
20151204 083000  20300.  24500.  19800.
20151204 084000  21900.  26600.  20800.
20151204 085000  22300.  25100.  22100.
20151204 090000  23500.  23000.  21600.
20151204 091000  23700.  23200.  21300.
20151204 092000  24300.  22700.  25000.
20151204 093000  28800.  21700.  22400.
20151204 094000  24200.  21000.  25800.
20151204 095000  33500.  22100.  24400.
20151204 100000  33600.  21300.  25700.
20151204 101000  32700.  20300.  24900.
20151204 102000  31000.  21100.  24400.
20151204 103000  26400.  20100.  28700.
20151204 104000  23900.  19500.  25000.
20151204 105000  30600.  19500.  31100.
20151204 110000  31200.  19300.  25300.
20151204 111000  29600.  19400.  27000.
20151204 112000  30100.  19000.  28400.
20151204 113000  27800.  19400.  30900.
20151204 114000  27000.  18900.  32000.
20151204 115000  28400.  17900.  29800.
20151204 120000  32200.  17700.  25800.
20151204 121000  33200.  17700.  30700.
20151204 122000  29500.  17700.  32300.
20151204 123000  26700.  17500.  25100.
20151204 124000  36900.  18700.  22600.
20151204 125000  32300.  19300.  29000.
20151204 130000  33300.  19100.  28400.
20151204 131000  28000.  19700.  24800.
20151204 132000  25600.  19200.  24800.
20151204 133000  27200.  20900.  29200.
20151204 134000  28900.  19200.  25200.
20151204 135000  27100.  20100.  25000.
20151204 140000  33100.  22600.  25700.
20151204 141000  31200.  25500.  27900.
20151204 142000  31500.  29000.  27100.
20151204 143000  34700.  28600.  26500.
20151204 144000  30700.  27200.  25900.
20151204 145000  32000.  29900.  27900.
20151204 150000  33000.  31200.  24900.
20151204 151000  29400.  30200.  26400.
20151204 152000  29200.  28800.  23600.
20151204 153000  25800.  28300.  23400.
20151204 154000  24700.  27100.  22700.
20151204 155000  23500.  28400.  21600.
20151204 160000  22800.  26400.  19100.
20151204 161000  21100.  27100.  18800.
20151204 162000  19800.  25700.  18000.
20151204 163000  19700.  23900.  17600.
20151204 164000  18500.  23900.  17200.
20151204 165000  20100.  23700.  18900.
20151204 170000  20700.  22700.  19500.
20151204 171000  22900.  23300.  20400.
20151204 172000  24100.  24400.  21900.
20151204 173000  23900.  25900.  22700.
20151204 174000  24200.  26600.  22100.
20151204 175000  24600.  24000.  21300.
20151204 180000  24600.  23000.  22100.
20151204 181000  22700.  23100.  21300.
20151204 182000  23400.  25400.  20700.
20151204 183000  22700.  27000.  20000.
20151204 184000  22000.  25300.  19700.
20151204 185000  21800.  23700.  19300.
20151204 190000  20200.  22500.  18800.
20151204 191000  20400.  21900.  19000.
20151204 192000  20100.  21100.  18000.
20151204 193000  21400.  21600.  19700.
20151204 194000  19100.  21000.  18200.
20151204 195000  19800.  22300.  17600.
20151204 200000  20400.  22300.  17700.
20151204 201000  19800.  21500.  17800.
20151204 202000  19400.  22500.  17000.
20151204 203000  19100.  22500.  17400.
20151204 204000  19400.  21700.  17100.
20151204 205000  19000.  23900.  17300.
20151204 210000  19600.  22200.  17900.
20151204 211000  19800.  22500.  17200.
20151204 212000  18600.  22600.  17400.
20151204 213000  18700.  21300.  18300.
20151204 214000  19500.  21600.  19300.
20151204 215000  21300.  22200.  18100.
20151204 220000  21000.  22900.  18800.
20151204 221000  22300.  22400.  18700.
20151204 222000  23100.  23200.  18800.
20151204 223000  23500.  24300.  19900.
20151204 224000  24200.  25200.  21500.
20151204 225000  24800.  25600.  21500.
20151204 230000  26800.  27400.  22900.
20151204 231000  24100.  27200.  21400.
20151204 232000  24000.  27200.  22700.
20151204 233000  25600.  26500.  22700.
20151204 234000  25900.  26700.  21900.
20151204 235000  25400.  27700.  21500.
20151204 240000  25800.  27200.  22700.
20151205 001000  27400.  28000.  21700.
20151205 002000  24100.  27400.  22500.
20151205 003000  24800.  26400.  22800.
20151205 004000  25700.  26800.  21400.
20151205 005000  25000.  26700.  23200.
20151205 010000  24900.  28200.  22100.
20151205 011000  26800.  26600.  22100.
20151205 012000  24800.  25700.  21100.
20151205 013000  23800.  27300.  23100.
20151205 014000  26300.  27700.  22800.
20151205 015000  26200.  28200.  22000.
20151205 020000  25200.  27400.  24100.
20151205 021000  27000.  28400.  22500.
20151205 022000  26300.  30000.  23000.
20151205 023000  25800.  30200.  23800.
20151205 024000  26700.  31800.  27200.
20151205 025000  29600.  31800.  25300.
20151205 030000  31400.  31000.  25400.
20151205 031000  28000.  32200.  28600.
20151205 032000  31300.  31300.  26000.
20151205 033000  31400.  32000.  25600.
20151205 034000  31700.  30900.  26400.
20151205 035000  33600.  31800.  27300.
20151205 040000  28400.  33500.  27000.
20151205 041000  34300.  37500.  26700.
20151205 042000  33100.  35900.  29500.
20151205 043000  35200.  34900.  30500.
20151205 044000  35900.  35100.  28100.
20151205 045000  34100.  33600.  28600.
20151205 050000  35700.  34400.  29000.
20151205 051000  33400.  32100.  29600.
20151205 052000  32000.  31100.  29000.
20151205 053000  35000.  30700.  29400.
20151205 054000  32600.  32800.  25900.
20151205 055000  33000.  31800.  29600.
20151205 060000  31300.  31700.  26300.
20151205 061000  32700.  36000.  27400.
20151205 062000  33700.  32500.  26700.
20151205 063000  29500.  32100.  26700.
20151205 064000  28700.  32200.  27900.
20151205 065000  31300.  32900.  26600.
20151205 070000  32500.  31700.  25400.
20151205 071000  28300.  29600.  26500.
20151205 072000  29100.  30200.  23300.
20151205 073000  28900.  30200.  26400.
20151205 074000  28000.  27200.  24500.
20151205 075000  27000.  27200.  24200.
20151205 080000  30900.  28400.  24300.
20151205 081000  29100.  29500.  24500.
20151205 082000  26700.  27700.  23700.
20151205 083000  27700.  27500.  21800.
20151205 084000  25000.  27100.  24100.
20151205 085000  25500.  26700.  23800.
20151205 090000  28200.  29300.  24500.
20151205 091000  27700.  28800.  23100.
20151205 092000  29000.  27600.  23500.
20151205 093000  29500.  28000.  27400.
20151205 094000  27100.  27700.  23700.
20151205 095000  32500.  28000.  23500.
20151205 100000  26200.  26800.  25300.
20151205 101000  27100.  26200.  25500.
20151205 102000  27200.  25100.  23700.
20151205 103000  26300.  25300.  25800.
20151205 104000  29800.  26300.  24600.
20151205 105000  24100.  26600.  23100.
20151205 110000  29700.  25400.  23000.
20151205 111000  24800.  26100.  24500.
20151205 112000  27100.  26600.  24400.
20151205 113000  28700.  27500.  23000.
20151205 114000  28700.  27800.  27200.
20151205 115000  30000.  28200.  26200.
20151205 120000  33300.  28300.  26200.
20151205 121000  28200.  29000.  27600.
20151205 122000  29000.  31000.  28500.
20151205 123000  31300.  33400.  25700.
20151205 124000  29100.  32800.  26600.
20151205 125000  26900.  34500.  27300.
20151205 130000  31700.  33500.  28500.
20151205 131000  32000.  31900.  30900.
20151205 132000  31700.  34100.  29800.
20151205 133000  34000.  33600.  26900.
20151205 134000  32400.  32200.  31300.
20151205 135000  31500.  31900.  32400.
20151205 140000  29800.  31100.  28600.
20151205 141000  34100.  30900.  26700.
20151205 142000  39000.  28100.  30600.
20151205 143000  35100.  25800.  31000.
20151205 144000  37100.  28100.  30400.
20151205 145000  38400.  26500.  33800.
20151205 150000  40000.  26400.  32700.
20151205 151000  42300.  29200.  35000.
20151205 152000  41500.  29400.  35300.
20151205 153000  43500.  27600.  36900.
20151205 154000  39400.  27700.  37600.
20151205 155000  43500.  26900.  35500.
20151205 160000  40800.  28500.  36500.
20151205 161000  41100.  28500.  38000.
20151205 162000  44900.  31800.  42200.
20151205 163000  49100.  29100.  44300.
20151205 164000  45300.  32900.  40500.
20151205 165000  47800.  30200.  45100.
20151205 170000  47600.  29900.  38100.
20151205 171000  48500.  30300.  40300.
20151205 172000  47600.  32000.  43400.
20151205 173000  49300.  30300.  39100.
20151205 174000  49800.  31000.  42000.
20151205 175000  47000.  30000.  40400.
20151205 180000  47900.  27700.  44800.
20151205 181000  45300.  29000.  42600.
20151205 182000  48300.  29000.  44100.
20151205 183000  47800.  29600.  39600.
20151205 184000  46100.  27700.  37400.
20151205 185000  46800.  28100.  40800.
20151205 190000  45300.  28300.  43800.
20151205 191000  45200.  28800.  40900.
20151205 192000  47400.  27000.  40700.
20151205 193000  45000.  29100.  42200.
20151205 194000  47600.  28000.  41800.
20151205 195000  47100.  29900.  41600.
20151205 200000  49800.  29500.  41100.
20151205 201000  49000.  29400.  42900.
20151205 202000  49200.  29500.  36200.
20151205 203000  46100.  31100.  37200.
20151205 204000  46800.  29800.  36600.
20151205 205000  45900.  29700.  36000.
20151205 210000  45000.  30300.  39200.
20151205 211000  43600.  30900.  36200.
20151205 212000  46900.  31000.  43200.
20151205 213000  46600.  29500.  39800.
20151205 214000  45700.  35200.  38200.
20151205 215000  48700.  35300.  39600.
20151205 220000  46100.  31300.  38400.
20151205 221000  44600.  30300.  39900.
20151205 222000  43200.  30600.  37900.
20151205 223000  44900.  30500.  35700.
20151205 224000  41200.  29400.  35300.
20151205 225000  40100.  29800.  35600.
20151205 230000  37100.  27600.  30200.
20151205 231000  37700.  27500.  28800.
20151205 232000  35700.  25300.  30000.
20151205 233000  34800.  23400.  30200.
20151205 234000  32400.  21900.  29000.
20151205 235000  30900.  20800.  28800.
20151205 240000  30000.  22100.  29900.
20151206 001000  30000.  21200.  26400.
20151206 002000  29400.  21000.  25400.
20151206 003000  32400.  20600.  25100.
20151206 004000  28700.  20500.  26000.
20151206 005000  27600.  19900.  23800.
20151206 010000  27200.  20500.  23800.
20151206 011000  26300.  20100.  23400.
20151206 012000  26300.  20100.  22800.
20151206 013000  26300.  20200.  22300.
20151206 014000  27600.  18700.  22000.
20151206 015000  23500.  18800.  20400.
20151206 020000  24200.  18500.  21500.
20151206 021000  21700.  17900.  20600.
20151206 022000  22500.  18600.  20600.
